condition_id,experiment_id,platform_id,comparability,phase,workload,mode,throughput_unit,required_trials,completed_trials,failed_trials,evidence_status,outliers_excluded,runtime_mean_seconds,runtime_median_seconds,runtime_std_seconds,runtime_cv_percent,runtime_ci95_low_seconds,runtime_ci95_high_seconds,throughput_tokens_mean,throughput_tokens_median,throughput_tokens_std,throughput_tokens_ci95_low,throughput_tokens_ci95_high,throughput_samples_mean,throughput_samples_median,throughput_samples_std,throughput_samples_ci95_low,throughput_samples_ci95_high
E018@h100,E018,h100,exact,Baseline profiling,tinyllama,inference,generated_tokens_per_second,3,3,0,sufficient,0,130.15170961699914,130.36713686096482,0.8917249657884847,0.685142721837913,127.93636321317533,132.36705602082296,111.55403761200841,111.3415136078671,0.4966977856125163,110.32007232522183,112.788002898795,,,,,
E018@l40s,E018,l40s,exact,Baseline profiling,tinyllama,inference,generated_tokens_per_second,3,3,0,sufficient,0,125.10627368822072,125.57782613905147,0.9047825183450307,0.7232111481474167,122.85848790767349,127.35405946876796,116.19100336889774,115.6718435085568,0.9072682233970751,113.93704225631512,118.44496448148041,,,,,
E019@h100,E019,h100,exact,Baseline profiling,tinyllama,inference,generated_tokens_per_second,3,3,0,sufficient,0,130.09690149667827,130.4159778530011,0.8398743336444378,0.6455759698980088,128.0103695994156,132.18343339394093,111.51883240228749,111.19268987987937,0.5942221458072775,110.04258362122681,112.99508118334816,,,,,
E019@l40s,E019,l40s,exact,Baseline profiling,tinyllama,inference,generated_tokens_per_second,3,3,0,sufficient,0,123.86187238354857,124.18177840998396,0.9207000983933873,0.7433280965932462,121.57454195070318,126.14920281639397,116.94923909721535,116.4378414590611,1.0626840768216077,114.30917244179102,119.58930575263969,,,,,
E020@h100,E020,h100,exact,Workload characterisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,64.23214128966599,64.40416356595233,0.3077283634775928,0.4790878169386232,63.46763995849391,64.99664262083807,124236.78733930807,124221.91197227029,45.87918049194603,124122.80793824537,124350.76674037076,121.32498763604303,121.3104609104202,0.044803887199166045,121.21367962719275,121.43629564489332
E020@l40s,E020,l40s,exact,Workload characterisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,72.013235079435,72.1217002836056,0.26624452021817757,0.36971609444360276,71.35179364510037,72.67467651376964,45728.61203992157,45744.85807566213,70.73418931697104,45552.884390766674,45904.33968907647,44.65684769523591,44.6727129645138,0.06907635675485453,44.48523866285808,44.82845672761374
E021@h100,E021,h100,exact,Workload characterisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,15.242296077000598,15.534119527088478,0.5237572114718183,3.4362094058921078,13.94110602465647,16.543486129344725,125772.09990426681,125782.41249716424,179.27267476662564,125326.72594863582,126217.4738598978,122.82431631276056,122.83438720426196,0.17507097145178285,122.38938080921467,123.25925181630645
E021@l40s,E021,l40s,exact,Workload characterisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,25.902291999508936,25.927134205121547,0.10341240365300046,0.3992403593278964,25.64538061389927,26.1592033851186,45801.158838428375,45786.62754848563,55.469996007941354,45663.35260793031,45938.96506892641,44.72769417815271,44.713503465318,0.05416991797650523,44.593117781181945,44.862270575123446
E022@h100,E022,h100,exact,Workload characterisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,15.556761207990348,15.609798421966843,0.17588928866994885,1.13062922492895,15.119792727712849,15.993729688267848,125936.40207115594,125957.81626550137,40.6735840341078,125835.35513227058,126037.44901004131,122.98476764761322,123.00567994677868,0.039720296908308396,122.88608899635798,123.08344629886847
E022@l40s,E022,l40s,exact,Workload characterisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,26.870210562056553,26.734047688078135,0.4359441526317428,1.6224069090375492,25.787177846978537,27.95324327713457,45800.274153271144,45838.46403964511,72.64292994346214,45619.80454684807,45980.74375969422,44.72683022780385,44.764125038715925,0.07094036127291224,44.55059037778132,44.903070077826385
E023@h100,E023,h100,exact,Workload characterisation,gpt2_small,inference,generated_tokens_per_second,3,3,0,sufficient,0,55.199539211966716,55.259808591916226,0.168218171079377,0.30474560744686247,54.78162838222001,55.61745004171342,289.25973602858886,289.1150089518852,0.7034897640371425,287.5120295286273,291.0074425285504,,,,,
